reputation,group,player,round,action,avg_action,wealth
reputation = 5,6,120,9,1,0.4444444444444444,
reputation = 5,6,120,10,0,0.4,
reputation = 5,6,120,11,1,0.45454545454545453,
reputation = 5,6,120,12,0,0.4166666666666667,
reputation = 5,6,120,13,1,0.46153846153846156,
reputation = 5,6,120,14,0,0.42857142857142855,
reputation = 5,6,120,15,0,0.4,
reputation = 5,6,120,16,1,0.4375,
reputation = 5,6,120,17,1,0.47058823529411764,
reputation = 5,6,120,18,0,0.4444444444444444,
reputation = 5,6,120,19,1,0.47368421052631576,
reputation = 5,6,120,20,0,0.45,
reputation = 5,6,120,21,0,0.42857142857142855,
reputation = 5,6,120,22,0,0.4090909090909091,
reputation = 5,6,120,23,1,0.43478260869565216,
reputation = 5,6,120,24,0,0.4166666666666667,
reputation = 5,6,120,25,0,0.4,1350.0
reputation = 5,6,121,1,0,0.0,
reputation = 5,6,121,2,0,0.0,
reputation = 5,6,121,3,1,0.3333333333333333,
reputation = 5,6,121,4,0,0.25,
reputation = 5,6,121,5,0,0.2,
reputation = 5,6,121,6,1,0.3333333333333333,
reputation = 5,6,121,7,0,0.2857142857142857,
reputation = 5,6,121,8,0,0.25,
reputation = 5,6,121,9,0,0.2222222222222222,
reputation = 5,6,121,10,0,0.2,
reputation = 5,6,121,11,1,0.2727272727272727,
reputation = 5,6,121,12,0,0.25,
reputation = 5,6,121,13,0,0.23076923076923078,
reputation = 5,6,121,14,1,0.2857142857142857,
reputation = 5,6,121,15,0,0.26666666666666666,
reputation = 5,6,121,16,0,0.25,
reputation = 5,6,121,17,0,0.23529411764705882,
reputation = 5,6,121,18,0,0.2222222222222222,
reputation = 5,6,121,19,0,0.21052631578947367,
reputation = 5,6,121,20,0,0.2,
reputation = 5,6,121,21,0,0.19047619047619047,
reputation = 5,6,121,22,0,0.18181818181818182,
reputation = 5,6,121,23,1,0.21739130434782608,
reputation = 5,6,121,24,0,0.20833333333333334,
reputation = 5,6,121,25,0,0.2,467.0
reputation = 5,6,122,1,1,1.0,
reputation = 5,6,122,2,1,1.0,
reputation = 5,6,122,3,1,1.0,
reputation = 5,6,122,4,0,0.75,
reputation = 5,6,122,5,1,0.8,
reputation = 5,6,122,6,1,0.8333333333333334,
reputation = 5,6,122,7,1,0.8571428571428571,
reputation = 5,6,122,8,1,0.875,
reputation = 5,6,122,9,0,0.7777777777777778,
reputation = 5,6,122,10,1,0.8,
reputation = 5,6,122,11,0,0.7272727272727273,
reputation = 5,6,122,12,1,0.75,
reputation = 5,6,122,13,1,0.7692307692307693,
reputation = 5,6,122,14,1,0.7857142857142857,
reputation = 5,6,122,15,0,0.7333333333333333,
reputation = 5,6,122,16,1,0.75,
reputation = 5,6,122,17,1,0.7647058823529411,
reputation = 5,6,122,18,1,0.7777777777777778,
reputation = 5,6,122,19,1,0.7894736842105263,
reputation = 5,6,122,20,0,0.75,
reputation = 5,6,122,21,1,0.7619047619047619,
reputation = 5,6,122,22,1,0.7727272727272727,
reputation = 5,6,122,23,1,0.782608695652174,
reputation = 5,6,122,24,1,0.7916666666666666,
reputation = 5,6,122,25,1,0.8,1616.0
reputation = 5,6,123,1,1,1.0,
reputation = 5,6,123,2,1,1.0,
reputation = 5,6,123,3,1,1.0,
reputation = 5,6,123,4,0,0.75,
reputation = 5,6,123,5,1,0.8,
reputation = 5,6,123,6,1,0.8333333333333334,
reputation = 5,6,123,7,1,0.8571428571428571,
reputation = 5,6,123,8,1,0.875,
reputation = 5,6,123,9,1,0.8888888888888888,
reputation = 5,6,123,10,0,0.8,
reputation = 5,6,123,11,0,0.7272727272727273,
reputation = 5,6,123,12,1,0.75,
reputation = 5,6,123,13,1,0.7692307692307693,
reputation = 5,6,123,14,1,0.7857142857142857,
reputation = 5,6,123,15,1,0.8,
reputation = 5,6,123,16,1,0.8125,
reputation = 5,6,123,17,1,0.8235294117647058,
reputation = 5,6,123,18,1,0.8333333333333334,
reputation = 5,6,123,19,0,0.7894736842105263,
reputation = 5,6,123,20,0,0.75,
reputation = 5,6,123,21,1,0.7619047619047619,
reputation = 5,6,123,22,1,0.7727272727272727,
reputation = 5,6,123,23,1,0.782608695652174,
reputation = 5,6,123,24,1,0.7916666666666666,
reputation = 5,6,123,25,1,0.8,1690.0
reputation = 5,6,124,1,1,1.0,
reputation = 5,6,124,2,0,0.5,
reputation = 5,6,124,3,1,0.6666666666666666,
reputation = 5,6,124,4,0,0.5,
reputation = 5,6,124,5,1,0.6,
reputation = 5,6,124,6,0,0.5,
reputation = 5,6,124,7,0,0.42857142857142855,
reputation = 5,6,124,8,1,0.5,
reputation = 5,6,124,9,1,0.5555555555555556,
reputation = 5,6,124,10,1,0.6,
reputation = 5,6,124,11,0,0.5454545454545454,
reputation = 5,6,124,12,0,0.5,
reputation = 5,6,124,13,1,0.5384615384615384,
reputation = 5,6,124,14,0,0.5,
reputation = 5,6,124,15,0,0.4666666666666667,
reputation = 5,6,124,16,1,0.5,
reputation = 5,6,124,17,0,0.47058823529411764,
reputation = 5,6,124,18,0,0.4444444444444444,
reputation = 5,6,124,19,0,0.42105263157894735,
reputation = 5,6,124,20,1,0.45,
reputation = 5,6,124,21,1,0.47619047619047616,
reputation = 5,6,124,22,1,0.5,
reputation = 5,6,124,23,0,0.4782608695652174,
reputation = 5,6,124,24,1,0.5,
reputation = 5,6,124,25,0,0.48,2658.0
reputation = 5,6,125,1,1,1.0,
reputation = 5,6,125,2,0,0.5,
reputation = 5,6,125,3,0,0.3333333333333333,
reputation = 5,6,125,4,1,0.5,
reputation = 5,6,125,5,0,0.4,
reputation = 5,6,125,6,1,0.5,
reputation = 5,6,125,7,1,0.5714285714285714,
reputation = 5,6,125,8,0,0.5,
reputation = 5,6,125,9,1,0.5555555555555556,
reputation = 5,6,125,10,0,0.5,
reputation = 5,6,125,11,0,0.45454545454545453,
reputation = 5,6,125,12,0,0.4166666666666667,
reputation = 5,6,125,13,1,0.46153846153846156,
reputation = 5,6,125,14,0,0.42857142857142855,
reputation = 5,6,125,15,0,0.4,
reputation = 5,6,125,16,0,0.375,
reputation = 5,6,125,17,1,0.4117647058823529,
reputation = 5,6,125,18,0,0.3888888888888889,
reputation = 5,6,125,19,1,0.42105263157894735,
reputation = 5,6,125,20,1,0.45,
reputation = 5,6,125,21,0,0.42857142857142855,
reputation = 5,6,125,22,0,0.4090909090909091,
reputation = 5,6,125,23,0,0.391304347826087,
reputation = 5,6,125,24,0,0.375,
reputation = 5,6,125,25,0,0.36,1407.0
reputation = 5,6,126,1,1,1.0,
reputation = 5,6,126,2,1,1.0,
reputation = 5,6,126,3,1,1.0,
reputation = 5,6,126,4,0,0.75,
reputation = 5,6,126,5,1,0.8,
reputation = 5,6,126,6,1,0.8333333333333334,
reputation = 5,6,126,7,0,0.7142857142857143,
reputation = 5,6,126,8,1,0.75,
reputation = 5,6,126,9,0,0.6666666666666666,
reputation = 5,6,126,10,0,0.6,
reputation = 5,6,126,11,1,0.6363636363636364,
reputation = 5,6,126,12,1,0.6666666666666666,
reputation = 5,6,126,13,1,0.6923076923076923,
reputation = 5,6,126,14,1,0.7142857142857143,
reputation = 5,6,126,15,0,0.6666666666666666,
reputation = 5,6,126,16,1,0.6875,
reputation = 5,6,126,17,1,0.7058823529411765,
reputation = 5,6,126,18,0,0.6666666666666666,
reputation = 5,6,126,19,1,0.6842105263157895,
reputation = 5,6,126,20,0,0.65,
reputation = 5,6,126,21,0,0.6190476190476191,
reputation = 5,6,126,22,1,0.6363636363636364,
reputation = 5,6,126,23,0,0.6086956521739131,
reputation = 5,6,126,24,0,0.5833333333333334,
reputation = 5,6,126,25,1,0.6,1522.0
reputation = 5,6,127,1,0,0.0,
reputation = 5,6,127,2,1,0.5,
reputation = 5,6,127,3,1,0.6666666666666666,
reputation = 5,6,127,4,0,0.5,
reputation = 5,6,127,5,1,0.6,
reputation = 5,6,127,6,1,0.6666666666666666,
reputation = 5,6,127,7,1,0.7142857142857143,
reputation = 5,6,127,8,1,0.75,
reputation = 5,6,127,9,1,0.7777777777777778,
reputation = 5,6,127,10,1,0.8,
reputation = 5,6,127,11,1,0.8181818181818182,
reputation = 5,6,127,12,1,0.8333333333333334,
reputation = 5,6,127,13,1,0.8461538461538461,
reputation = 5,6,127,14,1,0.8571428571428571,
reputation = 5,6,127,15,1,0.8666666666666667,
reputation = 5,6,127,16,1,0.875,
reputation = 5,6,127,17,1,0.8823529411764706,
reputation = 5,6,127,18,1,0.8888888888888888,
reputation = 5,6,127,19,1,0.8947368421052632,
reputation = 5,6,127,20,0,0.85,
reputation = 5,6,127,21,1,0.8571428571428571,
reputation = 5,6,127,22,1,0.8636363636363636,
reputation = 5,6,127,23,1,0.8695652173913043,
reputation = 5,6,127,24,1,0.875,
reputation = 5,6,127,25,1,0.88,1684.0
reputation = 5,6,128,1,0,0.0,
reputation = 5,6,128,2,1,0.5,
reputation = 5,6,128,3,1,0.6666666666666666,
reputation = 5,6,128,4,1,0.75,
reputation = 5,6,128,5,0,0.6,
reputation = 5,6,128,6,1,0.6666666666666666,
reputation = 5,6,128,7,0,0.5714285714285714,
reputation = 5,6,128,8,0,0.5,
reputation = 5,6,128,9,0,0.4444444444444444,
reputation = 5,6,128,10,1,0.5,
reputation = 5,6,128,11,1,0.5454545454545454,
reputation = 5,6,128,12,1,0.5833333333333334,
reputation = 5,6,128,13,0,0.5384615384615384,
reputation = 5,6,128,14,1,0.5714285714285714,
reputation = 5,6,128,15,1,0.6,
reputation = 5,6,128,16,1,0.625,
reputation = 5,6,128,17,0,0.5882352941176471,
reputation = 5,6,128,18,1,0.6111111111111112,
reputation = 5,6,128,19,1,0.631578947368421,
reputation = 5,6,128,20,1,0.65,
reputation = 5,6,128,21,1,0.6666666666666666,
reputation = 5,6,128,22,1,0.6818181818181818,
reputation = 5,6,128,23,1,0.6956521739130435,
reputation = 5,6,128,24,1,0.7083333333333334,
reputation = 5,6,128,25,1,0.72,2290.0
reputation = 5,6,129,1,0,0.0,
reputation = 5,6,129,2,1,0.5,
reputation = 5,6,129,3,1,0.6666666666666666,
reputation = 5,6,129,4,1,0.75,
reputation = 5,6,129,5,1,0.8,
reputation = 5,6,129,6,1,0.8333333333333334,
reputation = 5,6,129,7,0,0.7142857142857143,
reputation = 5,6,129,8,1,0.75,
reputation = 5,6,129,9,1,0.7777777777777778,
reputation = 5,6,129,10,1,0.8,
reputation = 5,6,129,11,1,0.8181818181818182,
reputation = 5,6,129,12,1,0.8333333333333334,
reputation = 5,6,129,13,1,0.8461538461538461,
reputation = 5,6,129,14,0,0.7857142857142857,
reputation = 5,6,129,15,0,0.7333333333333333,
reputation = 5,6,129,16,1,0.75,
reputation = 5,6,129,17,1,0.7647058823529411,
reputation = 5,6,129,18,1,0.7777777777777778,
reputation = 5,6,129,19,1,0.7894736842105263,
reputation = 5,6,129,20,1,0.8,
reputation = 5,6,129,21,1,0.8095238095238095,
reputation = 5,6,129,22,1,0.8181818181818182,
reputation = 5,6,129,23,1,0.8260869565217391,
reputation = 5,6,129,24,1,0.8333333333333334,
reputation = 5,6,129,25,0,0.8,2232.0
reputation = 5,6,130,1,1,1.0,
reputation = 5,6,130,2,0,0.5,
reputation = 5,6,130,3,1,0.6666666666666666,
reputation = 5,6,130,4,1,0.75,
reputation = 5,6,130,5,0,0.6,
reputation = 5,6,130,6,1,0.6666666666666666,
reputation = 5,6,130,7,0,0.5714285714285714,
reputation = 5,6,130,8,1,0.625,
reputation = 5,6,130,9,1,0.6666666666666666,
reputation = 5,6,130,10,1,0.7,
reputation = 5,6,130,11,0,0.6363636363636364,
reputation = 5,6,130,12,0,0.5833333333333334,
reputation = 5,6,130,13,1,0.6153846153846154,
reputation = 5,6,130,14,1,0.6428571428571429,
reputation = 5,6,130,15,1,0.6666666666666666,
reputation = 5,6,130,16,1,0.6875,
reputation = 5,6,130,17,1,0.7058823529411765,
reputation = 5,6,130,18,0,0.6666666666666666,
reputation = 5,6,130,19,0,0.631578947368421,
reputation = 5,6,130,20,1,0.65,
reputation = 5,6,130,21,1,0.6666666666666666,
reputation = 5,6,130,22,1,0.6818181818181818,
reputation = 5,6,130,23,1,0.6956521739130435,
reputation = 5,6,130,24,1,0.7083333333333334,
reputation = 5,6,130,25,0,0.68,2794.0
reputation = 5,6,131,1,1,1.0,
reputation = 5,6,131,2,1,1.0,
reputation = 5,6,131,3,1,1.0,
reputation = 5,6,131,4,1,1.0,
reputation = 5,6,131,5,1,1.0,
reputation = 5,6,131,6,1,1.0,
reputation = 5,6,131,7,1,1.0,
reputation = 5,6,131,8,1,1.0,
reputation = 5,6,131,9,1,1.0,
reputation = 5,6,131,10,1,1.0,
reputation = 5,6,131,11,1,1.0,
reputation = 5,6,131,12,1,1.0,
reputation = 5,6,131,13,1,1.0,
reputation = 5,6,131,14,1,1.0,
reputation = 5,6,131,15,1,1.0,
reputation = 5,6,131,16,1,1.0,
reputation = 5,6,131,17,1,1.0,
reputation = 5,6,131,18,1,1.0,
reputation = 5,6,131,19,1,1.0,
reputation = 5,6,131,20,1,1.0,
reputation = 5,6,131,21,1,1.0,
reputation = 5,6,131,22,1,1.0,
reputation = 5,6,131,23,1,1.0,
reputation = 5,6,131,24,1,1.0,
reputation = 5,6,131,25,1,1.0,1820.0
reputation = 5,6,132,1,1,1.0,
reputation = 5,6,132,2,1,1.0,
reputation = 5,6,132,3,1,1.0,
reputation = 5,6,132,4,1,1.0,
reputation = 5,6,132,5,0,0.8,
reputation = 5,6,132,6,1,0.8333333333333334,
reputation = 5,6,132,7,1,0.8571428571428571,
reputation = 5,6,132,8,1,0.875,
reputation = 5,6,132,9,1,0.8888888888888888,
reputation = 5,6,132,10,0,0.8,
reputation = 5,6,132,11,1,0.8181818181818182,
reputation = 5,6,132,12,1,0.8333333333333334,
reputation = 5,6,132,13,1,0.8461538461538461,
reputation = 5,6,132,14,1,0.8571428571428571,
reputation = 5,6,132,15,1,0.8666666666666667,
reputation = 5,6,132,16,1,0.875,
reputation = 5,6,132,17,1,0.8823529411764706,
reputation = 5,6,132,18,1,0.8888888888888888,
reputation = 5,6,132,19,1,0.8947368421052632,
reputation = 5,6,132,20,1,0.9,
reputation = 5,6,132,21,1,0.9047619047619048,
reputation = 5,6,132,22,0,0.8636363636363636,
reputation = 5,6,132,23,1,0.8695652173913043,
reputation = 5,6,132,24,1,0.875,
reputation = 5,6,132,25,1,0.88,1627.0
reputation = 5,7,133,1,1,1.0,
reputation = 5,7,133,2,0,0.5,
reputation = 5,7,133,3,0,0.3333333333333333,
reputation = 5,7,133,4,1,0.5,
reputation = 5,7,133,5,0,0.4,
reputation = 5,7,133,6,1,0.5,
reputation = 5,7,133,7,0,0.42857142857142855,
reputation = 5,7,133,8,0,0.375,
reputation = 5,7,133,9,0,0.3333333333333333,
reputation = 5,7,133,10,0,0.3,
reputation = 5,7,133,11,0,0.2727272727272727,
reputation = 5,7,133,12,0,0.25,
reputation = 5,7,133,13,0,0.23076923076923078,
reputation = 5,7,133,14,0,0.21428571428571427,
reputation = 5,7,133,15,1,0.26666666666666666,
reputation = 5,7,133,16,1,0.3125,
reputation = 5,7,133,17,0,0.29411764705882354,
reputation = 5,7,133,18,1,0.3333333333333333,
reputation = 5,7,133,19,0,0.3157894736842105,
reputation = 5,7,133,20,1,0.35,
reputation = 5,7,133,21,0,0.3333333333333333,
reputation = 5,7,133,22,0,0.3181818181818182,
reputation = 5,7,133,23,1,0.34782608695652173,
reputation = 5,7,133,24,0,0.3333333333333333,
reputation = 5,7,133,25,0,0.32,800.0
reputation = 5,7,134,1,0,0.0,
reputation = 5,7,134,2,1,0.5,
reputation = 5,7,134,3,0,0.3333333333333333,
reputation = 5,7,134,4,0,0.25,
reputation = 5,7,134,5,0,0.2,
reputation = 5,7,134,6,0,0.16666666666666666,
reputation = 5,7,134,7,1,0.2857142857142857,
reputation = 5,7,134,8,0,0.25,
reputation = 5,7,134,9,0,0.2222222222222222,
reputation = 5,7,134,10,1,0.3,
reputation = 5,7,134,11,1,0.36363636363636365,
reputation = 5,7,134,12,0,0.3333333333333333,
reputation = 5,7,134,13,0,0.3076923076923077,
reputation = 5,7,134,14,0,0.2857142857142857,
reputation = 5,7,134,15,1,0.3333333333333333,
reputation = 5,7,134,16,0,0.3125,
reputation = 5,7,134,17,0,0.29411764705882354,
reputation = 5,7,134,18,1,0.3333333333333333,
reputation = 5,7,134,19,1,0.3684210526315789,
reputation = 5,7,134,20,0,0.35,
reputation = 5,7,134,21,0,0.3333333333333333,
reputation = 5,7,134,22,0,0.3181818181818182,
reputation = 5,7,134,23,0,0.30434782608695654,
reputation = 5,7,134,24,1,0.3333333333333333,
reputation = 5,7,134,25,0,0.32,953.0
reputation = 5,7,135,1,0,0.0,
reputation = 5,7,135,2,0,0.0,
reputation = 5,7,135,3,0,0.0,
reputation = 5,7,135,4,0,0.0,
reputation = 5,7,135,5,0,0.0,
reputation = 5,7,135,6,0,0.0,
reputation = 5,7,135,7,0,0.0,
reputation = 5,7,135,8,0,0.0,
reputation = 5,7,135,9,0,0.0,
reputation = 5,7,135,10,0,0.0,
reputation = 5,7,135,11,0,0.0,
reputation = 5,7,135,12,0,0.0,
reputation = 5,7,135,13,0,0.0,
reputation = 5,7,135,14,0,0.0,
reputation = 5,7,135,15,0,0.0,
reputation = 5,7,135,16,0,0.0,
reputation = 5,7,135,17,0,0.0,
reputation = 5,7,135,18,0,0.0,
reputation = 5,7,135,19,0,0.0,
reputation = 5,7,135,20,0,0.0,
reputation = 5,7,135,21,0,0.0,
reputation = 5,7,135,22,0,0.0,
reputation = 5,7,135,23,0,0.0,
reputation = 5,7,135,24,0,0.0,
reputation = 5,7,135,25,0,0.0,420.0
reputation = 5,7,136,1,1,1.0,
reputation = 5,7,136,2,1,1.0,
reputation = 5,7,136,3,1,1.0,
reputation = 5,7,136,4,1,1.0,
reputation = 5,7,136,5,1,1.0,
reputation = 5,7,136,6,1,1.0,
reputation = 5,7,136,7,1,1.0,
reputation = 5,7,136,8,1,1.0,
reputation = 5,7,136,9,1,1.0,
reputation = 5,7,136,10,1,1.0,
reputation = 5,7,136,11,1,1.0,
reputation = 5,7,136,12,1,1.0,
reputation = 5,7,136,13,1,1.0,
reputation = 5,7,136,14,1,1.0,
reputation = 5,7,136,15,1,1.0,
reputation = 5,7,136,16,1,1.0,
reputation = 5,7,136,17,0,0.9411764705882353,
reputation = 5,7,136,18,0,0.8888888888888888,
reputation = 5,7,136,19,0,0.8421052631578947,
reputation = 5,7,136,20,1,0.85,
reputation = 5,7,136,21,1,0.8571428571428571,
reputation = 5,7,136,22,1,0.8636363636363636,
reputation = 5,7,136,23,0,0.8260869565217391,
reputation = 5,7,136,24,0,0.7916666666666666,
reputation = 5,7,136,25,1,0.8,307.0
reputation = 5,7,137,1,0,0.0,
reputation = 5,7,137,2,1,0.5,
reputation = 5,7,137,3,0,0.3333333333333333,
reputation = 5,7,137,4,1,0.5,
reputation = 5,7,137,5,1,0.6,
reputation = 5,7,137,6,0,0.5,
reputation = 5,7,137,7,0,0.42857142857142855,
reputation = 5,7,137,8,1,0.5,
reputation = 5,7,137,9,1,0.5555555555555556,
reputation = 5,7,137,10,1,0.6,
reputation = 5,7,137,11,0,0.5454545454545454,
reputation = 5,7,137,12,0,0.5,
reputation = 5,7,137,13,0,0.46153846153846156,
reputation = 5,7,137,14,1,0.5,
reputation = 5,7,137,15,1,0.5333333333333333,
reputation = 5,7,137,16,0,0.5,
reputation = 5,7,137,17,0,0.47058823529411764,
reputation = 5,7,137,18,1,0.5,
reputation = 5,7,137,19,0,0.47368421052631576,
reputation = 5,7,137,20,1,0.5,
reputation = 5,7,137,21,1,0.5238095238095238,
reputation = 5,7,137,22,0,0.5,
reputation = 5,7,137,23,0,0.4782608695652174,
reputation = 5,7,137,24,1,0.5,
reputation = 5,7,137,25,0,0.48,2094.0
reputation = 5,7,138,1,0,0.0,
reputation = 5,7,138,2,1,0.5,
reputation = 5,7,138,3,1,0.6666666666666666,
reputation = 5,7,138,4,1,0.75,
reputation = 5,7,138,5,1,0.8,
reputation = 5,7,138,6,1,0.8333333333333334,
reputation = 5,7,138,7,1,0.8571428571428571,
reputation = 5,7,138,8,1,0.875,
reputation = 5,7,138,9,1,0.8888888888888888,
reputation = 5,7,138,10,1,0.9,
reputation = 5,7,138,11,1,0.9090909090909091,
reputation = 5,7,138,12,1,0.9166666666666666,
reputation = 5,7,138,13,1,0.9230769230769231,
reputation = 5,7,138,14,0,0.8571428571428571,
reputation = 5,7,138,15,1,0.8666666666666667,
reputation = 5,7,138,16,1,0.875,
reputation = 5,7,138,17,1,0.8823529411764706,
reputation = 5,7,138,18,1,0.8888888888888888,
reputation = 5,7,138,19,1,0.8947368421052632,
reputation = 5,7,138,20,1,0.9,
reputation = 5,7,138,21,0,0.8571428571428571,
reputation = 5,7,138,22,1,0.8636363636363636,
reputation = 5,7,138,23,1,0.8695652173913043,
reputation = 5,7,138,24,1,0.875,
reputation = 5,7,138,25,0,0.84,1607.0
reputation = 5,7,139,1,1,1.0,
reputation = 5,7,139,2,1,1.0,
reputation = 5,7,139,3,1,1.0,
reputation = 5,7,139,4,1,1.0,
reputation = 5,7,139,5,1,1.0,
reputation = 5,7,139,6,0,0.8333333333333334,
reputation = 5,7,139,7,1,0.8571428571428571,
reputation = 5,7,139,8,1,0.875,
reputation = 5,7,139,9,1,0.8888888888888888,
reputation = 5,7,139,10,1,0.9,
reputation = 5,7,139,11,1,0.9090909090909091,
reputation = 5,7,139,12,1,0.9166666666666666,
reputation = 5,7,139,13,1,0.9230769230769231,
reputation = 5,7,139,14,1,0.9285714285714286,
reputation = 5,7,139,15,1,0.9333333333333333,
reputation = 5,7,139,16,1,0.9375,
reputation = 5,7,139,17,1,0.9411764705882353,
reputation = 5,7,139,18,1,0.9444444444444444,
reputation = 5,7,139,19,1,0.9473684210526315,
reputation = 5,7,139,20,0,0.9,
reputation = 5,7,139,21,0,0.8571428571428571,
reputation = 5,7,139,22,1,0.8636363636363636,
reputation = 5,7,139,23,1,0.8695652173913043,
reputation = 5,7,139,24,0,0.8333333333333334,
reputation = 5,7,139,25,0,0.8,1521.0
reputation = 5,7,140,1,1,1.0,
reputation = 5,7,140,2,1,1.0,
reputation = 5,7,140,3,1,1.0,
reputation = 5,7,140,4,0,0.75,
reputation = 5,7,140,5,0,0.6,
reputation = 5,7,140,6,1,0.6666666666666666,
reputation = 5,7,140,7,1,0.7142857142857143,
reputation = 5,7,140,8,0,0.625,
reputation = 5,7,140,9,1,0.6666666666666666,
reputation = 5,7,140,10,1,0.7,
reputation = 5,7,140,11,0,0.6363636363636364,
reputation = 5,7,140,12,0,0.5833333333333334,
reputation = 5,7,140,13,0,0.5384615384615384,
reputation = 5,7,140,14,1,0.5714285714285714,
reputation = 5,7,140,15,1,0.6,
reputation = 5,7,140,16,1,0.625,
reputation = 5,7,140,17,0,0.5882352941176471,
reputation = 5,7,140,18,1,0.6111111111111112,
reputation = 5,7,140,19,1,0.631578947368421,
reputation = 5,7,140,20,1,0.65,
reputation = 5,7,140,21,0,0.6190476190476191,
reputation = 5,7,140,22,1,0.6363636363636364,
reputation = 5,7,140,23,1,0.6521739130434783,
reputation = 5,7,140,24,1,0.6666666666666666,
reputation = 5,7,140,25,1,0.68,751.0
reputation = 5,7,141,1,0,0.0,
reputation = 5,7,141,2,0,0.0,
reputation = 5,7,141,3,0,0.0,
reputation = 5,7,141,4,0,0.0,
reputation = 5,7,141,5,1,0.2,
reputation = 5,7,141,6,0,0.16666666666666666,
reputation = 5,7,141,7,0,0.14285714285714285,
reputation = 5,7,141,8,1,0.25,
reputation = 5,7,141,9,0,0.2222222222222222,
reputation = 5,7,141,10,0,0.2,
reputation = 5,7,141,11,0,0.18181818181818182,
reputation = 5,7,141,12,0,0.16666666666666666,
reputation = 5,7,141,13,0,0.15384615384615385,
reputation = 5,7,141,14,0,0.14285714285714285,
reputation = 5,7,141,15,0,0.13333333333333333,
reputation = 5,7,141,16,0,0.125,
reputation = 5,7,141,17,1,0.17647058823529413,
reputation = 5,7,141,18,0,0.16666666666666666,
reputation = 5,7,141,19,0,0.15789473684210525,
reputation = 5,7,141,20,1,0.2,
reputation = 5,7,141,21,0,0.19047619047619047,
reputation = 5,7,141,22,0,0.18181818181818182,
reputation = 5,7,141,23,0,0.17391304347826086,
reputation = 5,7,141,24,0,0.16666666666666666,
reputation = 5,7,141,25,0,0.16,1372.0
reputation = 5,7,142,1,0,0.0,
reputation = 5,7,142,2,1,0.5,
reputation = 5,7,142,3,1,0.6666666666666666,
reputation = 5,7,142,4,1,0.75,
reputation = 5,7,142,5,1,0.8,
reputation = 5,7,142,6,0,0.6666666666666666,
reputation = 5,7,142,7,1,0.7142857142857143,
reputation = 5,7,142,8,1,0.75,
reputation = 5,7,142,9,1,0.7777777777777778,
reputation = 5,7,142,10,0,0.7,
reputation = 5,7,142,11,1,0.7272727272727273,
reputation = 5,7,142,12,1,0.75,
reputation = 5,7,142,13,1,0.7692307692307693,
reputation = 5,7,142,14,0,0.7142857142857143,
reputation = 5,7,142,15,1,0.7333333333333333,
reputation = 5,7,142,16,1,0.75,
reputation = 5,7,142,17,1,0.7647058823529411,
reputation = 5,7,142,18,1,0.7777777777777778,
reputation = 5,7,142,19,0,0.7368421052631579,
reputation = 5,7,142,20,0,0.7,
reputation = 5,7,142,21,0,0.6666666666666666,
reputation = 5,7,142,22,0,0.6363636363636364,
reputation = 5,7,142,23,0,0.6086956521739131,
reputation = 5,7,142,24,0,0.5833333333333334,
reputation = 5,7,142,25,0,0.56,711.0
reputation = 5,7,143,1,1,1.0,
reputation = 5,7,143,2,1,1.0,
reputation = 5,7,143,3,1,1.0,
reputation = 5,7,143,4,1,1.0,
reputation = 5,7,143,5,0,0.8,
reputation = 5,7,143,6,1,0.8333333333333334,
reputation = 5,7,143,7,1,0.8571428571428571,
reputation = 5,7,143,8,1,0.875,
reputation = 5,7,143,9,1,0.8888888888888888,
reputation = 5,7,143,10,1,0.9,
reputation = 5,7,143,11,0,0.8181818181818182,
reputation = 5,7,143,12,1,0.8333333333333334,
reputation = 5,7,143,13,1,0.8461538461538461,
reputation = 5,7,143,14,1,0.8571428571428571,
reputation = 5,7,143,15,1,0.8666666666666667,
reputation = 5,7,143,16,1,0.875,
reputation = 5,7,143,17,1,0.8823529411764706,
reputation = 5,7,143,18,0,0.8333333333333334,
reputation = 5,7,143,19,1,0.8421052631578947,
reputation = 5,7,143,20,1,0.85,
reputation = 5,7,143,21,1,0.8571428571428571,
reputation = 5,7,143,22,1,0.8636363636363636,
reputation = 5,7,143,23,1,0.8695652173913043,
reputation = 5,7,143,24,1,0.875,
reputation = 5,7,143,25,0,0.84,1859.0
reputation = 5,7,144,1,1,1.0,
reputation = 5,7,144,2,1,1.0,
reputation = 5,7,144,3,1,1.0,
reputation = 5,7,144,4,1,1.0,
reputation = 5,7,144,5,1,1.0,
reputation = 5,7,144,6,1,1.0,
reputation = 5,7,144,7,1,1.0,
reputation = 5,7,144,8,1,1.0,
reputation = 5,7,144,9,1,1.0,
reputation = 5,7,144,10,1,1.0,
reputation = 5,7,144,11,1,1.0,
reputation = 5,7,144,12,1,1.0,
reputation = 5,7,144,13,1,1.0,
reputation = 5,7,144,14,1,1.0,
reputation = 5,7,144,15,1,1.0,
reputation = 5,7,144,16,1,1.0,
reputation = 5,7,144,17,1,1.0,
reputation = 5,7,144,18,1,1.0,
reputation = 5,7,144,19,1,1.0,
reputation = 5,7,144,20,1,1.0,
reputation = 5,7,144,21,1,1.0,
reputation = 5,7,144,22,1,1.0,
reputation = 5,7,144,23,1,1.0,
reputation = 5,7,144,24,1,1.0,
reputation = 5,7,144,25,1,1.0,2016.0
reputation = 5,7,145,1,0,0.0,
